"review","aspect","sentiment"
"Jika ingin berenang, datanglah sore hari sekitar jam 15.00 saat sinar matahari bisa masuk ke dalam goa. Saat itulah berenang akan lebih mengesankan karena pendaran sinar matahari dengan air di goa rangko. Karena mulut goa ada di sisi barat tebing, maka pagi-siang hari cahaya matahari belum masuk. Pantai masih bersih dan alami.","goa","1"
"a long way road trp. from bajo we need 2 hours until we arrived at rangko cave. why? karena 1.5 jam kita harus melewati jalan yang rusak menggunakan motor agar sampai di pantai yang menuju ke goa rangko. dari pantai terserbut kita harus menyeberang menggunakan perahu kecil selama 20 menit. setelah sampai, baru kita jalan kaki 10 menit menuju ke goa rangko. tapi seketika capek hilang ketika melihat keindahan goa rangko dan kamu bisa berenang di dalam goa. tapi beware yaa.","jalan","-1"
"a long way road trp. from bajo we need 2 hours until we arrived at rangko cave. why? karena 1.5 jam kita harus melewati jalan yang rusak menggunakan motor agar sampai di pantai yang menuju ke goa rangko. dari pantai terserbut kita harus menyeberang menggunakan perahu kecil selama 20 menit. setelah sampai, baru kita jalan kaki 10 menit menuju ke goa rangko. tapi seketika capek hilang ketika melihat keindahan goa rangko dan kamu bisa berenang di dalam goa. tapi beware yaa.","goa rangko","1"
"Fasiltas tdk ada","Fasiltas","-1"
"Pemandangannya sangat bagus... padang rumput yang luas ditutupi oleh kabut, tapi sayangnya akses kesana jalannya agak rusak ditanjakan jadi sebaiknya hati-hati","Pemandangannya","1"
"Pemandangannya sangat bagus... padang rumput yang luas ditutupi oleh kabut, tapi sayangnya akses kesana jalannya agak rusak ditanjakan jadi sebaiknya hati-hati"," padang rumput","1"
"Pemandangannya sangat bagus... padang rumput yang luas ditutupi oleh kabut, tapi sayangnya akses kesana jalannya agak rusak ditanjakan jadi sebaiknya hati-hati","akses","-1"
"Pemandangannya sangat bagus... padang rumput yang luas ditutupi oleh kabut, tapi sayangnya akses kesana jalannya agak rusak ditanjakan jadi sebaiknya hati-hati","jalannya","-1"
"Pantai yang indah, rumah2nya unik..","Pantai","1"
"Pantai yang indah, rumah2nya unik..","rumah","1"
"Tempat wisata yang unik di Nusa Tenggara Timur.. Pemandian air panas..","Tempat wisata","1"
"Viewnya keren banget walau menjelang sunset mendung tertutup awan. Mendaki ke bukitnya lumayan berbahaya krn tdk ada jln setapak dan cukup curam walau gak terlalu tinggi.","Viewnya","1"
"Viewnya keren banget walau menjelang sunset mendung tertutup awan. Mendaki ke bukitnya lumayan berbahaya krn tdk ada jln setapak dan cukup curam walau gak terlalu tinggi.","Mendaki","-1"
"Kampung Adat Bena  Warganya ramah   Tiket masuk Rp.20k (Domestik Dewasa)","Warganya","1"
"Kampung Adat Bena  Warganya ramah   Tiket masuk Rp.20k (Domestik Dewasa)","Tiket masuk","1"
"Pantai terbersih (untuk saat ini). Recommended!","Pantai","1"
"Pantai indah berpasir lembut dan juga Putih, cocok untuk liburan keluarga anak"" bisa berenang dengan diawasi orang tua nya, ombak pun tk begitu besar, fasilitas banyak yg menyediakan tempat atau saung buat istirahat bersama keluarga atau pun teman"",","Pantai indah","1"
"Pantai indah berpasir lembut dan juga Putih, cocok untuk liburan keluarga anak"" bisa berenang dengan diawasi orang tua nya, ombak pun tk begitu besar, fasilitas banyak yg menyediakan tempat atau saung buat istirahat bersama keluarga atau pun teman"",","saung","1"
"Pantai indah berpasir lembut dan juga Putih, cocok untuk liburan keluarga anak"" bisa berenang dengan diawasi orang tua nya, ombak pun tk begitu besar, fasilitas banyak yg menyediakan tempat atau saung buat istirahat bersama keluarga atau pun teman"",","fasilitas","1"
"Pantainya bersih, 50 menit dari kota kupang","Pantainya","1"
"Tempat wisata yang menakjubkan untuk Selfi, dari Bali bisa jalan darat lewat sape-labuan bajo , lanjut sewa perahu ke p komodo dan rinca","Tempat wisata","1"
"Tempat wisata yang menakjubkan untuk Selfi, dari Bali bisa jalan darat lewat sape-labuan bajo , lanjut sewa perahu ke p komodo dan rinca","jalan darat","1"
"Anak2 kecil disini pada lucu2... Kakaakk... Gula gulaa kak.... Hahahhaha ( minta permen)","Anak2","1"
"Terletak di Desa Rangko, Kecamatan Boleng, Kabupaten Manggarai Barat, Nusa Tenggara Timur, destinasi wisata Gua Rangko sedang hits di kalangan traveler. Memiliki keindahan yang menakjubkan membuat objek wisata ini mulai didatangi oleh wisatawan baik masyarakat setempat, hingga wisatawan dari daerah lain.  Untuk menuju ke Gua Rangko kita harus menempuh perjalanan menggunakan perahu. Perjalanan dapat ditempuh selama 15 menit, dengan membayar sewa perahu sebesar Rp300 ribu.  Sepanjang perjalanan kita akan dimanjakan dengan hamparan laut jernih. Setelah sampai, kita harus melanjutkan perjalanan dengan berjalan kaki selama kurang lebih 5 menit menelusuri jalan dengan menyusuri pantai hingga akhirnya sampai ke mulut gua.  Perjalanan yang melelahkan itu akan terbayar lunas dengan melihat keindahan dari dalam gua. Saat tiba di Gua Rangko, kita akan disambut dengan bibir gua yang kecil. Meski ukurannya tidak terlalu besar, tetapi pintu masuk ini menjadi gerbang melihat surga terpendam tersebut.  Melihat keindahan yang terpancar dari dalam gua akan mengundang decak kagum. Biru dan beningnya air di dalam Gua Rangko ini sungguh menakjubkan. Bukan air payau, tetapi kolam unik ini justru dipenuhi dengan air asin. Air ini bersumber dari laut, dan masuk melalui rongga atau celah yang menghubungkan kolam di gua dan laut lepas.  Di kolam dalam Gua Rangko, kita bisa bermain air, berenang, dan ditemani jajaran stalaktit yang menghiasi bagian dalam Gua Rangko. Suasana gua yang hening dan sunyi semakin membuat kolam ini layaknya kolam renang pribadi.  Jika Sobat Pesona tertarik mengunjungi Gua Rangko, datanglah pada pukul 12.00 hingga 14.00 WITA. Karena di jam tersebut merupakan waktu terbaik untuk menjelajah gua. Ketika siang hari, sinar Matahari akan membantu menyinari gua yang gelap. Sehingga keindahan birunya air terpancar indah.","Gua Rangko","1"
"Terletak di Desa Rangko, Kecamatan Boleng, Kabupaten Manggarai Barat, Nusa Tenggara Timur, destinasi wisata Gua Rangko sedang hits di kalangan traveler. Memiliki keindahan yang menakjubkan membuat objek wisata ini mulai didatangi oleh wisatawan baik masyarakat setempat, hingga wisatawan dari daerah lain.  Untuk menuju ke Gua Rangko kita harus menempuh perjalanan menggunakan perahu. Perjalanan dapat ditempuh selama 15 menit, dengan membayar sewa perahu sebesar Rp300 ribu.  Sepanjang perjalanan kita akan dimanjakan dengan hamparan laut jernih. Setelah sampai, kita harus melanjutkan perjalanan dengan berjalan kaki selama kurang lebih 5 menit menelusuri jalan dengan menyusuri pantai hingga akhirnya sampai ke mulut gua.  Perjalanan yang melelahkan itu akan terbayar lunas dengan melihat keindahan dari dalam gua. Saat tiba di Gua Rangko, kita akan disambut dengan bibir gua yang kecil. Meski ukurannya tidak terlalu besar, tetapi pintu masuk ini menjadi gerbang melihat surga terpendam tersebut.  Melihat keindahan yang terpancar dari dalam gua akan mengundang decak kagum. Biru dan beningnya air di dalam Gua Rangko ini sungguh menakjubkan. Bukan air payau, tetapi kolam unik ini justru dipenuhi dengan air asin. Air ini bersumber dari laut, dan masuk melalui rongga atau celah yang menghubungkan kolam di gua dan laut lepas.  Di kolam dalam Gua Rangko, kita bisa bermain air, berenang, dan ditemani jajaran stalaktit yang menghiasi bagian dalam Gua Rangko. Suasana gua yang hening dan sunyi semakin membuat kolam ini layaknya kolam renang pribadi.  Jika Sobat Pesona tertarik mengunjungi Gua Rangko, datanglah pada pukul 12.00 hingga 14.00 WITA. Karena di jam tersebut merupakan waktu terbaik untuk menjelajah gua. Ketika siang hari, sinar Matahari akan membantu menyinari gua yang gelap. Sehingga keindahan birunya air terpancar indah.","Perjalanan","0"
"Terletak di Desa Rangko, Kecamatan Boleng, Kabupaten Manggarai Barat, Nusa Tenggara Timur, destinasi wisata Gua Rangko sedang hits di kalangan traveler. Memiliki keindahan yang menakjubkan membuat objek wisata ini mulai didatangi oleh wisatawan baik masyarakat setempat, hingga wisatawan dari daerah lain.  Untuk menuju ke Gua Rangko kita harus menempuh perjalanan menggunakan perahu. Perjalanan dapat ditempuh selama 15 menit, dengan membayar sewa perahu sebesar Rp300 ribu.  Sepanjang perjalanan kita akan dimanjakan dengan hamparan laut jernih. Setelah sampai, kita harus melanjutkan perjalanan dengan berjalan kaki selama kurang lebih 5 menit menelusuri jalan dengan menyusuri pantai hingga akhirnya sampai ke mulut gua.  Perjalanan yang melelahkan itu akan terbayar lunas dengan melihat keindahan dari dalam gua. Saat tiba di Gua Rangko, kita akan disambut dengan bibir gua yang kecil. Meski ukurannya tidak terlalu besar, tetapi pintu masuk ini menjadi gerbang melihat surga terpendam tersebut.  Melihat keindahan yang terpancar dari dalam gua akan mengundang decak kagum. Biru dan beningnya air di dalam Gua Rangko ini sungguh menakjubkan. Bukan air payau, tetapi kolam unik ini justru dipenuhi dengan air asin. Air ini bersumber dari laut, dan masuk melalui rongga atau celah yang menghubungkan kolam di gua dan laut lepas.  Di kolam dalam Gua Rangko, kita bisa bermain air, berenang, dan ditemani jajaran stalaktit yang menghiasi bagian dalam Gua Rangko. Suasana gua yang hening dan sunyi semakin membuat kolam ini layaknya kolam renang pribadi.  Jika Sobat Pesona tertarik mengunjungi Gua Rangko, datanglah pada pukul 12.00 hingga 14.00 WITA. Karena di jam tersebut merupakan waktu terbaik untuk menjelajah gua. Ketika siang hari, sinar Matahari akan membantu menyinari gua yang gelap. Sehingga keindahan birunya air terpancar indah.","laut","1"
"Terletak di Desa Rangko, Kecamatan Boleng, Kabupaten Manggarai Barat, Nusa Tenggara Timur, destinasi wisata Gua Rangko sedang hits di kalangan traveler. Memiliki keindahan yang menakjubkan membuat objek wisata ini mulai didatangi oleh wisatawan baik masyarakat setempat, hingga wisatawan dari daerah lain.  Untuk menuju ke Gua Rangko kita harus menempuh perjalanan menggunakan perahu. Perjalanan dapat ditempuh selama 15 menit, dengan membayar sewa perahu sebesar Rp300 ribu.  Sepanjang perjalanan kita akan dimanjakan dengan hamparan laut jernih. Setelah sampai, kita harus melanjutkan perjalanan dengan berjalan kaki selama kurang lebih 5 menit menelusuri jalan dengan menyusuri pantai hingga akhirnya sampai ke mulut gua.  Perjalanan yang melelahkan itu akan terbayar lunas dengan melihat keindahan dari dalam gua. Saat tiba di Gua Rangko, kita akan disambut dengan bibir gua yang kecil. Meski ukurannya tidak terlalu besar, tetapi pintu masuk ini menjadi gerbang melihat surga terpendam tersebut.  Melihat keindahan yang terpancar dari dalam gua akan mengundang decak kagum. Biru dan beningnya air di dalam Gua Rangko ini sungguh menakjubkan. Bukan air payau, tetapi kolam unik ini justru dipenuhi dengan air asin. Air ini bersumber dari laut, dan masuk melalui rongga atau celah yang menghubungkan kolam di gua dan laut lepas.  Di kolam dalam Gua Rangko, kita bisa bermain air, berenang, dan ditemani jajaran stalaktit yang menghiasi bagian dalam Gua Rangko. Suasana gua yang hening dan sunyi semakin membuat kolam ini layaknya kolam renang pribadi.  Jika Sobat Pesona tertarik mengunjungi Gua Rangko, datanglah pada pukul 12.00 hingga 14.00 WITA. Karena di jam tersebut merupakan waktu terbaik untuk menjelajah gua. Ketika siang hari, sinar Matahari akan membantu menyinari gua yang gelap. Sehingga keindahan birunya air terpancar indah.","berjalan kaki","0"
"Terletak di Desa Rangko, Kecamatan Boleng, Kabupaten Manggarai Barat, Nusa Tenggara Timur, destinasi wisata Gua Rangko sedang hits di kalangan traveler. Memiliki keindahan yang menakjubkan membuat objek wisata ini mulai didatangi oleh wisatawan baik masyarakat setempat, hingga wisatawan dari daerah lain.  Untuk menuju ke Gua Rangko kita harus menempuh perjalanan menggunakan perahu. Perjalanan dapat ditempuh selama 15 menit, dengan membayar sewa perahu sebesar Rp300 ribu.  Sepanjang perjalanan kita akan dimanjakan dengan hamparan laut jernih. Setelah sampai, kita harus melanjutkan perjalanan dengan berjalan kaki selama kurang lebih 5 menit menelusuri jalan dengan menyusuri pantai hingga akhirnya sampai ke mulut gua.  Perjalanan yang melelahkan itu akan terbayar lunas dengan melihat keindahan dari dalam gua. Saat tiba di Gua Rangko, kita akan disambut dengan bibir gua yang kecil. Meski ukurannya tidak terlalu besar, tetapi pintu masuk ini menjadi gerbang melihat surga terpendam tersebut.  Melihat keindahan yang terpancar dari dalam gua akan mengundang decak kagum. Biru dan beningnya air di dalam Gua Rangko ini sungguh menakjubkan. Bukan air payau, tetapi kolam unik ini justru dipenuhi dengan air asin. Air ini bersumber dari laut, dan masuk melalui rongga atau celah yang menghubungkan kolam di gua dan laut lepas.  Di kolam dalam Gua Rangko, kita bisa bermain air, berenang, dan ditemani jajaran stalaktit yang menghiasi bagian dalam Gua Rangko. Suasana gua yang hening dan sunyi semakin membuat kolam ini layaknya kolam renang pribadi.  Jika Sobat Pesona tertarik mengunjungi Gua Rangko, datanglah pada pukul 12.00 hingga 14.00 WITA. Karena di jam tersebut merupakan waktu terbaik untuk menjelajah gua. Ketika siang hari, sinar Matahari akan membantu menyinari gua yang gelap. Sehingga keindahan birunya air terpancar indah.","gua","1"
"Terletak di Desa Rangko, Kecamatan Boleng, Kabupaten Manggarai Barat, Nusa Tenggara Timur, destinasi wisata Gua Rangko sedang hits di kalangan traveler. Memiliki keindahan yang menakjubkan membuat objek wisata ini mulai didatangi oleh wisatawan baik masyarakat setempat, hingga wisatawan dari daerah lain.  Untuk menuju ke Gua Rangko kita harus menempuh perjalanan menggunakan perahu. Perjalanan dapat ditempuh selama 15 menit, dengan membayar sewa perahu sebesar Rp300 ribu.  Sepanjang perjalanan kita akan dimanjakan dengan hamparan laut jernih. Setelah sampai, kita harus melanjutkan perjalanan dengan berjalan kaki selama kurang lebih 5 menit menelusuri jalan dengan menyusuri pantai hingga akhirnya sampai ke mulut gua.  Perjalanan yang melelahkan itu akan terbayar lunas dengan melihat keindahan dari dalam gua. Saat tiba di Gua Rangko, kita akan disambut dengan bibir gua yang kecil. Meski ukurannya tidak terlalu besar, tetapi pintu masuk ini menjadi gerbang melihat surga terpendam tersebut.  Melihat keindahan yang terpancar dari dalam gua akan mengundang decak kagum. Biru dan beningnya air di dalam Gua Rangko ini sungguh menakjubkan. Bukan air payau, tetapi kolam unik ini justru dipenuhi dengan air asin. Air ini bersumber dari laut, dan masuk melalui rongga atau celah yang menghubungkan kolam di gua dan laut lepas.  Di kolam dalam Gua Rangko, kita bisa bermain air, berenang, dan ditemani jajaran stalaktit yang menghiasi bagian dalam Gua Rangko. Suasana gua yang hening dan sunyi semakin membuat kolam ini layaknya kolam renang pribadi.  Jika Sobat Pesona tertarik mengunjungi Gua Rangko, datanglah pada pukul 12.00 hingga 14.00 WITA. Karena di jam tersebut merupakan waktu terbaik untuk menjelajah gua. Ketika siang hari, sinar Matahari akan membantu menyinari gua yang gelap. Sehingga keindahan birunya air terpancar indah."," Suasana gua","1"
"Kampung Megalitikum yang unik dan masyarakat kampungnya sangat bersahabat","Kampung","1"
"Kampung Megalitikum yang unik dan masyarakat kampungnya sangat bersahabat","masyarakat","1"
"kampung adat di sumba","kampung adat","0"
"Weekuri semakin indah...warganya pun semakin kreatif ...tdk sperti awal sy ke sana ...di kerumuni anak desa minta uang dan stengah memaksa mmbeli jualan kerajinan tangan mreka.. Sekarang mreka telah berubah dan mnjaga kebersihan..mantap saudara2ku di weekuri Jika ingin tamasya brsama kluarga weekuri pilihan terbaik Sebab wisatawan asing sja ber'lomba2 ke sini...masa kamu org lokal tdk hehehhe","warganya","1"
"Weekuri semakin indah...warganya pun semakin kreatif ...tdk sperti awal sy ke sana ...di kerumuni anak desa minta uang dan stengah memaksa mmbeli jualan kerajinan tangan mreka.. Sekarang mreka telah berubah dan mnjaga kebersihan..mantap saudara2ku di weekuri Jika ingin tamasya brsama kluarga weekuri pilihan terbaik Sebab wisatawan asing sja ber'lomba2 ke sini...masa kamu org lokal tdk hehehhe","kebersihan","1"
"Weekuri semakin indah...warganya pun semakin kreatif ...tdk sperti awal sy ke sana ...di kerumuni anak desa minta uang dan stengah memaksa mmbeli jualan kerajinan tangan mreka.. Sekarang mreka telah berubah dan mnjaga kebersihan..mantap saudara2ku di weekuri Jika ingin tamasya brsama kluarga weekuri pilihan terbaik Sebab wisatawan asing sja ber'lomba2 ke sini...masa kamu org lokal tdk hehehhe","Weekuri ","1"
"Air Panas Mengeruda adalah tempat wisata yang menarik untuk melepaskan kepenatan perjalanan wisata alam Flores. Air panas ini bagus dikunjungi sebelum melanjutkan perjalanan dengan penerbangan via bandara Soa Bajawa. Sehabis mandi akan terasa segar melanjutkan perjalanan dengan pesawat udara.","tempat wisata","1"
"Tmpt wisata berselancar.pantai nembrala","Tmpt wisata","1"
"Tempatnya sangat bagus terkususnya di bagian pantainya","Tempatnya","1"
"Pantai yg indah dengan hamparan pasir yg menyerupai pasir gurun.....","Pantai","1"
"Pemandangan nya sungguh menakjubkan","Pemandangan","1"
"Banyak anak-anak minta uang dan malah orang Dewasa maksa-maksa pengunjung beli barang yang dijual.  Tapi pemandangan Indah  Update: Hal ini sudah mendapat penanganan Pemda. Wakil Bupati sudah turun tangan dan sudah ada kesepakatan dengan masyarakat untuk tidak meminta - minta uang lagi.","anak-anak","-1"
"Banyak anak-anak minta uang dan malah orang Dewasa maksa-maksa pengunjung beli barang yang dijual.  Tapi pemandangan Indah  Update: Hal ini sudah mendapat penanganan Pemda. Wakil Bupati sudah turun tangan dan sudah ada kesepakatan dengan masyarakat untuk tidak meminta - minta uang lagi.","orang Dewasa","-1"
"Banyak anak-anak minta uang dan malah orang Dewasa maksa-maksa pengunjung beli barang yang dijual.  Tapi pemandangan Indah  Update: Hal ini sudah mendapat penanganan Pemda. Wakil Bupati sudah turun tangan dan sudah ada kesepakatan dengan masyarakat untuk tidak meminta - minta uang lagi.","pemandangan","1"
"Banyak anak-anak minta uang dan malah orang Dewasa maksa-maksa pengunjung beli barang yang dijual.  Tapi pemandangan Indah  Update: Hal ini sudah mendapat penanganan Pemda. Wakil Bupati sudah turun tangan dan sudah ada kesepakatan dengan masyarakat untuk tidak meminta - minta uang lagi.","penanganan","0"
"Banyak anak-anak minta uang dan malah orang Dewasa maksa-maksa pengunjung beli barang yang dijual.  Tapi pemandangan Indah  Update: Hal ini sudah mendapat penanganan Pemda. Wakil Bupati sudah turun tangan dan sudah ada kesepakatan dengan masyarakat untuk tidak meminta - minta uang lagi.","masyarakat","0"
"Paling bagus datang di sore hari. Sunsetnya keren. Harus pinter bahasa inggris krna banyak turis asing. Hampir smua tempat di nembrala sudah berbahasa inggris. Sepanjang pantai nembarala juga sudah ada resort. Tapi masih kotor.","Sunsetnya","1"
"Paling bagus datang di sore hari. Sunsetnya keren. Harus pinter bahasa inggris krna banyak turis asing. Hampir smua tempat di nembrala sudah berbahasa inggris. Sepanjang pantai nembarala juga sudah ada resort. Tapi masih kotor.","resort","1"
"Paling bagus datang di sore hari. Sunsetnya keren. Harus pinter bahasa inggris krna banyak turis asing. Hampir smua tempat di nembrala sudah berbahasa inggris. Sepanjang pantai nembarala juga sudah ada resort. Tapi masih kotor.","kotor","-1"
"Tempatx ok view bukit pemandangan ke lautnya ok sekali.","Tempat","1"
"Tempatx ok view bukit pemandangan ke lautnya ok sekali.","pemandangan","1"
"Tempatx ok view bukit pemandangan ke lautnya ok sekali.","view bukit","1"
"Untuk pemandangannya 5 bintang.. untuk fasilitasnya sy kasih 4 bintang karena masih dalam tahap pembangunan dan saya harap akan menjadi pantai yang dikenal oleh seluruh masyarakat. Lautnya masih terjaga biru gitu ya warnanya belum tercemar dan berpasir putih dan juga ada kolam renangnya di sebelah pantai sehingga buat mereka yang takut laut bisa mandi di kolam. Untuk akses jalan menuju pantai ini sudah bagus dan tidak sulit untuk mencarinya.","pemandangannya","1"
"Untuk pemandangannya 5 bintang.. untuk fasilitasnya sy kasih 4 bintang karena masih dalam tahap pembangunan dan saya harap akan menjadi pantai yang dikenal oleh seluruh masyarakat. Lautnya masih terjaga biru gitu ya warnanya belum tercemar dan berpasir putih dan juga ada kolam renangnya di sebelah pantai sehingga buat mereka yang takut laut bisa mandi di kolam. Untuk akses jalan menuju pantai ini sudah bagus dan tidak sulit untuk mencarinya.","fasilitasnya","0"
"Untuk pemandangannya 5 bintang.. untuk fasilitasnya sy kasih 4 bintang karena masih dalam tahap pembangunan dan saya harap akan menjadi pantai yang dikenal oleh seluruh masyarakat. Lautnya masih terjaga biru gitu ya warnanya belum tercemar dan berpasir putih dan juga ada kolam renangnya di sebelah pantai sehingga buat mereka yang takut laut bisa mandi di kolam. Untuk akses jalan menuju pantai ini sudah bagus dan tidak sulit untuk mencarinya.","Lautnya","1"
"Untuk pemandangannya 5 bintang.. untuk fasilitasnya sy kasih 4 bintang karena masih dalam tahap pembangunan dan saya harap akan menjadi pantai yang dikenal oleh seluruh masyarakat. Lautnya masih terjaga biru gitu ya warnanya belum tercemar dan berpasir putih dan juga ada kolam renangnya di sebelah pantai sehingga buat mereka yang takut laut bisa mandi di kolam. Untuk akses jalan menuju pantai ini sudah bagus dan tidak sulit untuk mencarinya.","akses jalan","1"
"Pemandangannya indah dr atas ketinggian, amazing","Pemandangannya","1"
"Danau yang bisa berubah warna ini hanya satu yang ada di Indonesia. Danau Kelimutu juga pernah dicetak pada uang kertas lima ribu rupiah.","Danau","1"
"Pemandangan teluknya bagus.","Pemandangan","1"
"Banyak keluarga mandi di sini relatif aman","keluarga","0"
"Dijuluki pantai padang pasir karena luasnya hamparan pasir disana Recommended untuk liburan rame2","pantai","1"
"Pantai outune salah satu pantai paling iconic di pulau timor, jika mampir kesini sempatkanlah mengunjungi gurun pasirnya yang sangat terkenal itu, jgn lupa  untuk berbagi rezeki dengan orang orang disana","pantai","1"
