"review","aspect","sentiment"
"Pantai ini memiliki pasir putih gili meno yang laut yang jernih, namun ada banyak karang sehingga terus-menerus berjalan kaki telanjang di pantai dapat dipilih.  Juga jika anda berjalan di sekitar pulau, anda mengalami beberapa hotel mneinggalkan. Untuk fotografer yang sedikit menyeramkan untuk sisa dari kami.","laut","1"
"Pantai ini memiliki pasir putih gili meno yang laut yang jernih, namun ada banyak karang sehingga terus-menerus berjalan kaki telanjang di pantai dapat dipilih.  Juga jika anda berjalan di sekitar pulau, anda mengalami beberapa hotel mneinggalkan. Untuk fotografer yang sedikit menyeramkan untuk sisa dari kami.","fotografer","-1"
"Pantai pasir putih yang menakjubkan di mana anda dapat berbaring untuk berjemur, snorkeling (karang adalah bukan yang terbaik meskipun) atau berjalan sepanjang itu. Hotel terdekat memiliki gazebo untuk bersantai di bawah bayangan bahkan lebih. Hotel ini mungkin untuk memesan tur untuk melihat kura-kura hidup di dekatnya.","Pantai","1"
"Pantai pasir putih yang menakjubkan di mana anda dapat berbaring untuk berjemur, snorkeling (karang adalah bukan yang terbaik meskipun) atau berjalan sepanjang itu. Hotel terdekat memiliki gazebo untuk bersantai di bawah bayangan bahkan lebih. Hotel ini mungkin untuk memesan tur untuk melihat kura-kura hidup di dekatnya.","Hotel","1"
"Pantai pasir putih yang menakjubkan di mana anda dapat berbaring untuk berjemur, snorkeling (karang adalah bukan yang terbaik meskipun) atau berjalan sepanjang itu. Hotel terdekat memiliki gazebo untuk bersantai di bawah bayangan bahkan lebih. Hotel ini mungkin untuk memesan tur untuk melihat kura-kura hidup di dekatnya.","gazebo","1"
"Pantai pasir putih yang menakjubkan di mana anda dapat berbaring untuk berjemur, snorkeling (karang adalah bukan yang terbaik meskipun) atau berjalan sepanjang itu. Hotel terdekat memiliki gazebo untuk bersantai di bawah bayangan bahkan lebih. Hotel ini mungkin untuk memesan tur untuk melihat kura-kura hidup di dekatnya.","tur","1"
"salah satu dari tiga gili di lombok; gili trawangan, gili meno dan gili air. Jika anda mencari ketenangan, ini adalah tempat. Gili trawangan dengan Diiferent di mana anda dapat menemukan segala sesuatu relatif, gili meno berbeda. Tetapi jika anda mencari tempat yang damai, pulau ini keren!","tempat","1"
"salah satu dari tiga gili di lombok; gili trawangan, gili meno dan gili air. Jika anda mencari ketenangan, ini adalah tempat. Gili trawangan dengan Diiferent di mana anda dapat menemukan segala sesuatu relatif, gili meno berbeda. Tetapi jika anda mencari tempat yang damai, pulau ini keren!","tempat","1"
"Anda dapat berjalan di sepanjang pantai di sekitar pulau hanya dalam beberapa jam, jika Anda memilih, atau mengambil beberapa dan berhenti untuk makanan dan minuman dan berenang saat Anda pergi. . . Yang merupakan opsi pilihan kami. Beberapa pemandangan indah dan peregangan bersih yang indah. . .","pemandangan","1"
"Anda dapat berjalan di sepanjang pantai di sekitar pulau hanya dalam beberapa jam, jika Anda memilih, atau mengambil beberapa dan berhenti untuk makanan dan minuman dan berenang saat Anda pergi. . . Yang merupakan opsi pilihan kami. Beberapa pemandangan indah dan peregangan bersih yang indah. . .","berjalan","0"
"Anda dapat berjalan di sepanjang pantai di sekitar pulau hanya dalam beberapa jam, jika Anda memilih, atau mengambil beberapa dan berhenti untuk makanan dan minuman dan berenang saat Anda pergi. . . Yang merupakan opsi pilihan kami. Beberapa pemandangan indah dan peregangan bersih yang indah. . .","makanan","0"
"Anda dapat berjalan di sepanjang pantai di sekitar pulau hanya dalam beberapa jam, jika Anda memilih, atau mengambil beberapa dan berhenti untuk makanan dan minuman dan berenang saat Anda pergi. . . Yang merupakan opsi pilihan kami. Beberapa pemandangan indah dan peregangan bersih yang indah. . .","minuman","0"
"Pantai yang sangat bagus untuk bersantai di, memakai sesuatu di kaki Anda karena ini adalah pantai karang. Ambil beberapa peralatan snorkeling, menyewa ini dari bar di pantai, dan menikmati kura-kura, moray belut dan ikan warna-warni yang mana saja, lalu nikmati minuman dingin dan bersantai.","Pantai","1"
"Saya dan suami saya tinggal di Gili Meno untuk total dua minggu di dan off selama periode satu bulan di Indonesia. Dengan pasir putih, air laut biru yang jernih dan terumbu karang yang cantik ini adalah pantai yang paling indah yang pernah saya lihat.","pantai","1"
"Kami menyewa speed boat pribadi untuk mengunjungi 3 pulau gili (gili air, gili meno dan gili trawangan). Gili meno merupakan yang terbaik. Hotel ini tidak seramai di gili trawangan. Juga tempat terbaik untuk snorkeling. Airnya biru jernih. Kami melihat banyak ikan dan kura-kura laut.","Hotel","1"
"Kami menyewa speed boat pribadi untuk mengunjungi 3 pulau gili (gili air, gili meno dan gili trawangan). Gili meno merupakan yang terbaik. Hotel ini tidak seramai di gili trawangan. Juga tempat terbaik untuk snorkeling. Airnya biru jernih. Kami melihat banyak ikan dan kura-kura laut.","tempat","1"
"Kami menyewa speed boat pribadi untuk mengunjungi 3 pulau gili (gili air, gili meno dan gili trawangan). Gili meno merupakan yang terbaik. Hotel ini tidak seramai di gili trawangan. Juga tempat terbaik untuk snorkeling. Airnya biru jernih. Kami melihat banyak ikan dan kura-kura laut.","ikan","1"
"Kami menyewa speed boat pribadi untuk mengunjungi 3 pulau gili (gili air, gili meno dan gili trawangan). Gili meno merupakan yang terbaik. Hotel ini tidak seramai di gili trawangan. Juga tempat terbaik untuk snorkeling. Airnya biru jernih. Kami melihat banyak ikan dan kura-kura laut.","kura-kura laut","1"
"Pantai berpasir putih yang indah, banyak ruang untuk berjemur dirikalian. Salah satu pantai besar dan sesuai dengan kerul sebuah buku, atau bermalas-malasan di handuk. Ini adalah pantai karang, sehingga dapat sedikit sulit di tempat, tetapi sekali anda hanya lepas pantai ada snorkeling yang menakjubkan!","Pantai","1"
"Pantai berpasir putih yang indah, banyak ruang untuk berjemur dirikalian. Salah satu pantai besar dan sesuai dengan kerul sebuah buku, atau bermalas-malasan di handuk. Ini adalah pantai karang, sehingga dapat sedikit sulit di tempat, tetapi sekali anda hanya lepas pantai ada snorkeling yang menakjubkan!","pantai","1"
"Pantai berpasir putih yang indah, banyak ruang untuk berjemur dirikalian. Salah satu pantai besar dan sesuai dengan kerul sebuah buku, atau bermalas-malasan di handuk. Ini adalah pantai karang, sehingga dapat sedikit sulit di tempat, tetapi sekali anda hanya lepas pantai ada snorkeling yang menakjubkan!","pantai","1"
"bagus pasir, air jernih, murni surga. Kami hanya datang ke pantai sekali ketika kami tinggal di sisi lain pulau, tapi itu jelas tidak di pantai mereka. Tidak ada penjual yang mencoba untuk menjual barang-barang mereka, tanpa belajar lainnya, hanya kami, matahari, pantai dan air","air","1"
"Saya berencana untuk tinggal di sana hari tapi saya telah ada 3 hari. Suasana yang romantis pantai dengan tidak ada suara, baik lokal. Ada danau di pulau Anda dapat pergi dan melihat. Saya senang bersepeda di sekitar pulau dan berhenti di mana pun Anda suka.","Suasana","1"
"Saya berencana untuk tinggal di sana hari tapi saya telah ada 3 hari. Suasana yang romantis pantai dengan tidak ada suara, baik lokal. Ada danau di pulau Anda dapat pergi dan melihat. Saya senang bersepeda di sekitar pulau dan berhenti di mana pun Anda suka.","lokal","1"
"Saya berencana untuk tinggal di sana hari tapi saya telah ada 3 hari. Suasana yang romantis pantai dengan tidak ada suara, baik lokal. Ada danau di pulau Anda dapat pergi dan melihat. Saya senang bersepeda di sekitar pulau dan berhenti di mana pun Anda suka.","pulau","1"
"Satu hari perjalanan dari Lombok adalah pilihan yang baik. Kami bepergian dengan anak-anak dan memiliki banyak menyenangkan! Pantai berpasir putih ini jatuh cinta! Air bersih dan hangat dan baik untuk snor eling. Kami memiliki insiden dengan anak kami liitle yang menyengat dengan beberapa jenis ubur-ubur.","Pantai","1"
"Satu hari perjalanan dari Lombok adalah pilihan yang baik. Kami bepergian dengan anak-anak dan memiliki banyak menyenangkan! Pantai berpasir putih ini jatuh cinta! Air bersih dan hangat dan baik untuk snor eling. Kami memiliki insiden dengan anak kami liitle yang menyengat dengan beberapa jenis ubur-ubur.","Air","1"
"Saya suka pantai ini. Di hari yang cerah, pantai berpasir putih ini dengan bangunan lain, artefak dan air berwarna biru di latar belakang foto anda yang indah yang anda bisa pernah meminta! Saya suka menghabiskan waktu di sini. Akan kembali lagi!","pantai","1"
"Pantai ini suasana nya sangat tenang jauh dari keramain tidak ada kendaran disini cuman ada sepeda gayung dan delman , di pantai ini kita bisa lihat indah nya mata hari terbit sembari naik kuda , pantai dengan hamparan pasir putihnya yang sangat menawan","Pantai","1"
"Pantai ini suasana nya sangat tenang jauh dari keramain tidak ada kendaran disini cuman ada sepeda gayung dan delman , di pantai ini kita bisa lihat indah nya mata hari terbit sembari naik kuda , pantai dengan hamparan pasir putihnya yang sangat menawan","keramain","1"
"Pantai ini suasana nya sangat tenang jauh dari keramain tidak ada kendaran disini cuman ada sepeda gayung dan delman , di pantai ini kita bisa lihat indah nya mata hari terbit sembari naik kuda , pantai dengan hamparan pasir putihnya yang sangat menawan","pantai","1"
"Gili meno saya kunjungi beberapa tahun lalu saat berkunjung ke gili trawangan. Saat hopping island di gili meno yang membuat saya paling terkesan adalah banyaknya penyu di perairannya. Saat itu merupakan pengalaman snorkling saya yang tak terlupakan, dengan perairan yang jernih dan cantik.","penyu","1"
"Gili meno saya kunjungi beberapa tahun lalu saat berkunjung ke gili trawangan. Saat hopping island di gili meno yang membuat saya paling terkesan adalah banyaknya penyu di perairannya. Saat itu merupakan pengalaman snorkling saya yang tak terlupakan, dengan perairan yang jernih dan cantik.","perairan","1"
"Gili meno adalah tempat yang indah, tenang pulau. Pantai sangat cantik dan snorkeling dan berenang yang menyenangkan. sangat dingin tempat untuk tinggal. Ada banyak restoran, kafe dan bar untuk pergi ke. Anda dapat berjalan atau bersepeda di sekitar pulau di sekitar 1 jam.","tempat","1"
"Gili meno adalah tempat yang indah, tenang pulau. Pantai sangat cantik dan snorkeling dan berenang yang menyenangkan. sangat dingin tempat untuk tinggal. Ada banyak restoran, kafe dan bar untuk pergi ke. Anda dapat berjalan atau bersepeda di sekitar pulau di sekitar 1 jam.","tenang","1"
"Gili meno adalah tempat yang indah, tenang pulau. Pantai sangat cantik dan snorkeling dan berenang yang menyenangkan. sangat dingin tempat untuk tinggal. Ada banyak restoran, kafe dan bar untuk pergi ke. Anda dapat berjalan atau bersepeda di sekitar pulau di sekitar 1 jam.","Pantai","1"
"Gili meno adalah tempat yang indah, tenang pulau. Pantai sangat cantik dan snorkeling dan berenang yang menyenangkan. sangat dingin tempat untuk tinggal. Ada banyak restoran, kafe dan bar untuk pergi ke. Anda dapat berjalan atau bersepeda di sekitar pulau di sekitar 1 jam.","restoran","1"
"Gili meno adalah tempat yang indah, tenang pulau. Pantai sangat cantik dan snorkeling dan berenang yang menyenangkan. sangat dingin tempat untuk tinggal. Ada banyak restoran, kafe dan bar untuk pergi ke. Anda dapat berjalan atau bersepeda di sekitar pulau di sekitar 1 jam.","kafe","1"
"Gili meno adalah tempat yang indah, tenang pulau. Pantai sangat cantik dan snorkeling dan berenang yang menyenangkan. sangat dingin tempat untuk tinggal. Ada banyak restoran, kafe dan bar untuk pergi ke. Anda dapat berjalan atau bersepeda di sekitar pulau di sekitar 1 jam.","bar","1"
"Gili meno adalah tempat yang indah, tenang pulau. Pantai sangat cantik dan snorkeling dan berenang yang menyenangkan. sangat dingin tempat untuk tinggal. Ada banyak restoran, kafe dan bar untuk pergi ke. Anda dapat berjalan atau bersepeda di sekitar pulau di sekitar 1 jam.","bersepeda","0"
"Satu langkah ke dalam air dan anda akan melihat banyak ikan dalam air yang aray. Di salah satu ujung air sempurna sementara yang lain sama beberapa bumbu. Secara keseluruhan pantai yang menakjubkan (selatan) dan kami bermalas-tentang di sini sepanjang hari. Mencintai hotel ini!","ikan","1"
"Satu langkah ke dalam air dan anda akan melihat banyak ikan dalam air yang aray. Di salah satu ujung air sempurna sementara yang lain sama beberapa bumbu. Secara keseluruhan pantai yang menakjubkan (selatan) dan kami bermalas-tentang di sini sepanjang hari. Mencintai hotel ini!","pantai","1"
"Keindahan bawah laut gili meno menjadikan dia wajib dikunjungi ketika kita sedang berada di lombok. Gili meno memiliki dive spot yang sangat bagus. Disana kita bisa berenang bersama penyu yang cukup besar di sela-sela karang yang menawan. Sungguh keindahan bawah laut yang tak tergantikan.","bawah laut","1"
"Keindahan bawah laut gili meno menjadikan dia wajib dikunjungi ketika kita sedang berada di lombok. Gili meno memiliki dive spot yang sangat bagus. Disana kita bisa berenang bersama penyu yang cukup besar di sela-sela karang yang menawan. Sungguh keindahan bawah laut yang tak tergantikan.","penyu","1"
"Keindahan bawah laut gili meno menjadikan dia wajib dikunjungi ketika kita sedang berada di lombok. Gili meno memiliki dive spot yang sangat bagus. Disana kita bisa berenang bersama penyu yang cukup besar di sela-sela karang yang menawan. Sungguh keindahan bawah laut yang tak tergantikan.","karang","1"
"Keindahan bawah laut gili meno menjadikan dia wajib dikunjungi ketika kita sedang berada di lombok. Gili meno memiliki dive spot yang sangat bagus. Disana kita bisa berenang bersama penyu yang cukup besar di sela-sela karang yang menawan. Sungguh keindahan bawah laut yang tak tergantikan.","bawah laut","1"
"Gili meno , adalah salah satu pulau yang letaknya bersebelahan dengan gili trawangan & gili air , di gili meno menurut saya lebih nyaman karena tidak terlalu ramai di banding gili trawangan , sangat cocok untuk menikmati suasana yang tenang.","suasana","1"
"Gili meno , adalah salah satu pulau yang letaknya bersebelahan dengan gili trawangan & gili air , di gili meno menurut saya lebih nyaman karena tidak terlalu ramai di banding gili trawangan , sangat cocok untuk menikmati suasana yang tenang.","ramai","1"
"Pulau yang tenang. Gilo Meno adalah tempat yang bagus, dan jika Anda ingin kebisingan dan berpesta singkat naik perahu pergi. Ingin mengambil kereta keledai untuk sebuah kamar bagus atau Resort, kemudian melakukan beberapa menyelam spektakuler? Gili ini adalah pulau Anda.","Pulau","1"
"Pulau yang tenang. Gilo Meno adalah tempat yang bagus, dan jika Anda ingin kebisingan dan berpesta singkat naik perahu pergi. Ingin mengambil kereta keledai untuk sebuah kamar bagus atau Resort, kemudian melakukan beberapa menyelam spektakuler? Gili ini adalah pulau Anda.","tempat","1"
"Pulau yang tenang. Gilo Meno adalah tempat yang bagus, dan jika Anda ingin kebisingan dan berpesta singkat naik perahu pergi. Ingin mengambil kereta keledai untuk sebuah kamar bagus atau Resort, kemudian melakukan beberapa menyelam spektakuler? Gili ini adalah pulau Anda.","kereta keledai","1"
"Pulau yang tenang. Gilo Meno adalah tempat yang bagus, dan jika Anda ingin kebisingan dan berpesta singkat naik perahu pergi. Ingin mengambil kereta keledai untuk sebuah kamar bagus atau Resort, kemudian melakukan beberapa menyelam spektakuler? Gili ini adalah pulau Anda.","kamar","1"
"Pulau yang tenang. Gilo Meno adalah tempat yang bagus, dan jika Anda ingin kebisingan dan berpesta singkat naik perahu pergi. Ingin mengambil kereta keledai untuk sebuah kamar bagus atau Resort, kemudian melakukan beberapa menyelam spektakuler? Gili ini adalah pulau Anda.","Resort","1"
"Ini adalah sebuah pulau yang berada di antara pulau gili trawangan dan pulau gili air.  Ada juga aktivitas air yang tersedia untuk menikmati air laut sejernih kristal. Kaca bottom perahu dapat disewa untuk melihat panorama bawah air yang indah.","air laut","1"
"Ini adalah sebuah pulau yang berada di antara pulau gili trawangan dan pulau gili air.  Ada juga aktivitas air yang tersedia untuk menikmati air laut sejernih kristal. Kaca bottom perahu dapat disewa untuk melihat panorama bawah air yang indah.","panorama","1"
"Ive pernah ke banyak pantai. Ini adalah di atas 3 untuk yakin.  tempat itu sangat bersih, jadi jelas. Pulau cerah dan sangat dingin. Banyak kurang pengaruh manusia thsn trawangan dan air. A harus melihat jika anda di bali/lombok/gili islands","tempat","1"
"Gili Meno tidak seramai gili terawangan, gili ini yang unik ada danau ditengah pulaunya, kami berjalan kaki menuju danau, bida juga naik sepeda dan cidomo, tidak terlalu jauh, kami pikir bagus, nyatanya tidak ada yang unik dan cendrung jelek dan kotor","danau","0"
