"review","aspect","sentiment"
"1 kelas hotel. benar-benar menakjubkan","Benar-benar menakjubkan","1"
"1 pantai berhampar 2 jenis pasir","1 Pantai Berhampar 2 Jenis Pasir","1"
"1) ada begitu banyak semut merah besar di toilet kami! saya mengeluh ke meja depan tapi tidak ada perbaikan yang dibuat. 2) kami hanya diberi 2 handuk mandi. tidak ada wajah handuk, dll. semua 6 hari kami berada di sana! 3) dapur tidak bersih seperti yang saya harapkan.","dapur tidak bersih","-1"
"1) ada begitu banyak semut merah besar di toilet kami! saya mengeluh ke meja depan tapi tidak ada perbaikan yang dibuat. 2) kami hanya diberi 2 handuk mandi. tidak ada wajah handuk, dll. semua 6 hari kami berada di sana! 3) dapur tidak bersih seperti yang saya harapkan.","toilet","-1"
"2 hari bermalam di holiday resort lombok, sungguh berkesan, b fast okay...makanan variatif, pool keren, hanya saja kami mendapatkan room yg letaknya lumayan jauh baik dr lobby maupun pool!! its terrible....apalagi kami membawa orang tua kami yang sudah sepuh, sayang....padahal okupansi saat itu ngga terlalu penuh","makanan","1"
"2 malam di suite - pengalaman yang tak terlupakan","Pengalaman yang tak terlupakan","1"
"2 tahun lalu kami pergi ke pantai ini penuh dengan botol plastik dan sampah lainnya. minggu lalu itu lebih baik, itu sangat bersih. senang melihat tempat ini yang memiliki begitu banyak potensi untuk dikembangkan.","penuh dengan botol plastik dan sampah","-1"
"3 pulau yang menakjubkan","pulau yang menakjubkan","1"
"5 - bintang dengan harga yang sangat terjangkau","harga yang sangat terjangkau","1"
"5 bintang","5 bintang","1"
"5 bintang layanan dengan senyum yang hangat di indonesia","layanan dengan senyum yang hangat","1"
": pantai indah dengan pemandangan yang indah","pemandangan yang indah","1"
"acara kantor dan menginap dua hari, stafnya fo ramah tapi beberapa staf lain papasan aja boro-boro nanya senyum juga enggak? penomeran kamar agak membingungkan, ac kamar kamar udah jadul dan perlu peremajaan, breakfast bagus,","stafnya FO ramah","1"
"acara kantor dan menginap dua hari, stafnya fo ramah tapi beberapa staf lain papasan aja boro-boro nanya senyum juga enggak? penomeran kamar agak membingungkan, ac kamar kamar udah jadul dan perlu peremajaan, breakfast bagus,","stafnya FO ramah","1"
"ada banyak warung atau restoran lokal di tempat ini, dan ada banyak. tempat yang bagus untuk berselancar, meskipun dapat cukup memaksa penjual.","warung atau restoran lokal","1"
"ada beberapa karang yang cukup berpasir bersih di pantai, mudah untuk menyewa snorkeling di sisi untuk 40, 000 snorkeling yang bagus kami melihat kura-kura ajaib itu","karang","1"
"ada beberapa karang yang cukup berpasir bersih di pantai, mudah untuk menyewa snorkeling di sisi untuk 40, 000 snorkeling yang bagus kami melihat kura-kura ajaib itu","karang","1"
"ada beberapa karang yang cukup berpasir bersih di pantai, mudah untuk menyewa snorkeling di sisi untuk 40, 000 snorkeling yang bagus kami melihat kura-kura ajaib itu","kura-kura","1"
"ada beberapa karang yang cukup berpasir bersih di pantai, mudah untuk menyewa snorkeling di sisi untuk 40, 000 snorkeling yang bagus kami melihat kura-kura ajaib itu","kura-kura","1"
"ada beberapa pantai yang indah di sekitar. mawi merupakan lokasi berselancar dan berkendara skuter yang sulit untuk mendapatkan untuk tetapi tampak sangat layak. dan di pasang tinggi anda dapat mengambil berenang di laut. ada setiap warung sehingga anda dapat memiliki minuman atau makan. tidak ada toilet.","Ada setiap warung","1"
"ada beberapa pantai yang indah di sekitar. mawi merupakan lokasi berselancar dan berkendara skuter yang sulit untuk mendapatkan untuk tetapi tampak sangat layak. dan di pasang tinggi anda dapat mengambil berenang di laut. ada setiap warung sehingga anda dapat memiliki minuman atau makan. tidak ada toilet.","Ada setiap warung","1"
"ada beberapa pantai yang indah di sekitar. mawi merupakan lokasi berselancar dan berkendara skuter yang sulit untuk mendapatkan untuk tetapi tampak sangat layak. dan di pasang tinggi anda dapat mengambil berenang di laut. ada setiap warung sehingga anda dapat memiliki minuman atau makan. tidak ada toilet.","Tidak ada toilet","-1"
"ada beberapa pantai yang indah di sekitar. mawi merupakan lokasi berselancar dan berkendara skuter yang sulit untuk mendapatkan untuk tetapi tampak sangat layak. dan di pasang tinggi anda dapat mengambil berenang di laut. ada setiap warung sehingga anda dapat memiliki minuman atau makan. tidak ada toilet.","Tidak ada toilet","-1"
"ada daerah pantai berpasir ini tidak umum dan satu untuk berenang di.  air yang jernih dan yang indah meskipun.  ini sangat menyedihkan untuk melihat berapa banyak sampah plastik/mengambang di air adalah di sini.","Air yang jernih","1"
"ada daerah pantai berpasir ini tidak umum dan satu untuk berenang di.  air yang jernih dan yang indah meskipun.  ini sangat menyedihkan untuk melihat berapa banyak sampah plastik/mengambang di air adalah di sini.","Air yang jernih","1"
"ada daerah pantai berpasir ini tidak umum dan satu untuk berenang di.  air yang jernih dan yang indah meskipun.  ini sangat menyedihkan untuk melihat berapa banyak sampah plastik/mengambang di air adalah di sini.","banyak sampah plastik","-1"
"ada daerah pantai berpasir ini tidak umum dan satu untuk berenang di.  air yang jernih dan yang indah meskipun.  ini sangat menyedihkan untuk melihat berapa banyak sampah plastik/mengambang di air adalah di sini.","banyak sampah plastik","-1"
"ada di sana untuk perjalanan singkat. pemandangannya indah.  akan tetapi setelah saya rasa sangat turis. guest house dan restoran sepanjang jalan di pantai","Pemandangannya","1"
"ada tujuh rumah adat yang ada di desa ini, dan keturunan terakhir yang menjaga rumah adat ini. setiap wisatawan yang berkunjung akan dijelaskan sejaran dan filosofi dari rumah adat ini. terletak di bawah bukit, ketika kita menaiki bukit dan memandang ke bawah terlihat pemandangan yang sangat indah yaitu berupa persawahan yang sangat hijau dan bagus","tujuh rumah adat","1"
"ada tujuh rumah adat yang ada di desa ini, dan keturunan terakhir yang menjaga rumah adat ini. setiap wisatawan yang berkunjung akan dijelaskan sejaran dan filosofi dari rumah adat ini. terletak di bawah bukit, ketika kita menaiki bukit dan memandang ke bawah terlihat pemandangan yang sangat indah yaitu berupa persawahan yang sangat hijau dan bagus","tujuh rumah adat","1"
"ada tujuh rumah adat yang ada di desa ini, dan keturunan terakhir yang menjaga rumah adat ini. setiap wisatawan yang berkunjung akan dijelaskan sejaran dan filosofi dari rumah adat ini. terletak di bawah bukit, ketika kita menaiki bukit dan memandang ke bawah terlihat pemandangan yang sangat indah yaitu berupa persawahan yang sangat hijau dan bagus","persawahan yang sangat hijau dan bagus","1"
"ada tujuh rumah adat yang ada di desa ini, dan keturunan terakhir yang menjaga rumah adat ini. setiap wisatawan yang berkunjung akan dijelaskan sejaran dan filosofi dari rumah adat ini. terletak di bawah bukit, ketika kita menaiki bukit dan memandang ke bawah terlihat pemandangan yang sangat indah yaitu berupa persawahan yang sangat hijau dan bagus","persawahan yang sangat hijau dan bagus","1"
"air bersih, pasir putih yang indah. saya belum pernah melihat sebelumnya. tapi jangan lupa kacamata matahari tentu saja panas di sana.","Air bersih, pasir putih yang indah","1"
"air bersih, pasir putih yang indah. saya belum pernah melihat sebelumnya. tapi jangan lupa kacamata matahari tentu saja panas di sana.","Air bersih, pasir putih yang indah","1"
"air biru jernih. bersantai dan melakukan apa-apa atau nikmati keindahan laut","keindahan laut","1"
"air dan pasir di sini hanya menakjubkan, sangat jelas dan bersih. ini bisa menjadi sedikit jadi memakai sepatu pantai corally berenang sangat bagus!","Air","1"
"air dan pasir di sini hanya menakjubkan, sangat jelas dan bersih. ini bisa menjadi sedikit jadi memakai sepatu pantai corally berenang sangat bagus!","pasir","1"
"air jernih dengan snorkeling di ujung jari anda. sangat tropis... pemandangan matahari terbit dan matahari terbenam. banyak restoran dan bar di sepanjang pantai. aku berjalan di sekitar pulau dengan berjalan santai di sekitar satu jam.","Air","1"
"air jernih dengan snorkeling di ujung jari anda. sangat tropis... pemandangan matahari terbit dan matahari terbenam. banyak restoran dan bar di sepanjang pantai. aku berjalan di sekitar pulau dengan berjalan santai di sekitar satu jam.","Air","1"
"air jernih dengan snorkeling di ujung jari anda. sangat tropis... pemandangan matahari terbit dan matahari terbenam. banyak restoran dan bar di sepanjang pantai. aku berjalan di sekitar pulau dengan berjalan santai di sekitar satu jam.","Air","1"
"air jernih dengan snorkeling di ujung jari anda. sangat tropis... pemandangan matahari terbit dan matahari terbenam. banyak restoran dan bar di sepanjang pantai. aku berjalan di sekitar pulau dengan berjalan santai di sekitar satu jam.","Pemandangan","1"
"air jernih dengan snorkeling di ujung jari anda. sangat tropis... pemandangan matahari terbit dan matahari terbenam. banyak restoran dan bar di sepanjang pantai. aku berjalan di sekitar pulau dengan berjalan santai di sekitar satu jam.","Pemandangan","1"
"air jernih dengan snorkeling di ujung jari anda. sangat tropis... pemandangan matahari terbit dan matahari terbenam. banyak restoran dan bar di sepanjang pantai. aku berjalan di sekitar pulau dengan berjalan santai di sekitar satu jam.","Pemandangan","1"
"air jernih dengan snorkeling di ujung jari anda. sangat tropis... pemandangan matahari terbit dan matahari terbenam. banyak restoran dan bar di sepanjang pantai. aku berjalan di sekitar pulau dengan berjalan santai di sekitar satu jam.","restoran","1"
"air jernih dengan snorkeling di ujung jari anda. sangat tropis... pemandangan matahari terbit dan matahari terbenam. banyak restoran dan bar di sepanjang pantai. aku berjalan di sekitar pulau dengan berjalan santai di sekitar satu jam.","restoran","1"
"air jernih dengan snorkeling di ujung jari anda. sangat tropis... pemandangan matahari terbit dan matahari terbenam. banyak restoran dan bar di sepanjang pantai. aku berjalan di sekitar pulau dengan berjalan santai di sekitar satu jam.","restoran","1"
"air jernih dengan snorkeling di ujung jari anda. sangat tropis... pemandangan matahari terbit dan matahari terbenam. banyak restoran dan bar di sepanjang pantai. aku berjalan di sekitar pulau dengan berjalan santai di sekitar satu jam.","bar","1"
"air jernih dengan snorkeling di ujung jari anda. sangat tropis... pemandangan matahari terbit dan matahari terbenam. banyak restoran dan bar di sepanjang pantai. aku berjalan di sekitar pulau dengan berjalan santai di sekitar satu jam.","bar","1"
"air jernih dengan snorkeling di ujung jari anda. sangat tropis... pemandangan matahari terbit dan matahari terbenam. banyak restoran dan bar di sepanjang pantai. aku berjalan di sekitar pulau dengan berjalan santai di sekitar satu jam.","bar","1"
"air jernih yang indah dengan menarik bar pantai di belakang hotel ini. banyak aktivitas. tempat snorkeling yang bagus di sisi lain pulau yang dapat dicapai oleh kereta kuda. mencobanya jika anda lelah dari adegan atau barang di gili udara.","Air","1"
"air jernih yang indah dengan menarik bar pantai di belakang hotel ini. banyak aktivitas. tempat snorkeling yang bagus di sisi lain pulau yang dapat dicapai oleh kereta kuda. mencobanya jika anda lelah dari adegan atau barang di gili udara.","Air","1"
"air jernih yang indah dengan menarik bar pantai di belakang hotel ini. banyak aktivitas. tempat snorkeling yang bagus di sisi lain pulau yang dapat dicapai oleh kereta kuda. mencobanya jika anda lelah dari adegan atau barang di gili udara.","Air","1"
"air jernih yang indah dengan menarik bar pantai di belakang hotel ini. banyak aktivitas. tempat snorkeling yang bagus di sisi lain pulau yang dapat dicapai oleh kereta kuda. mencobanya jika anda lelah dari adegan atau barang di gili udara.","Air","1"
"air jernih yang indah dengan menarik bar pantai di belakang hotel ini. banyak aktivitas. tempat snorkeling yang bagus di sisi lain pulau yang dapat dicapai oleh kereta kuda. mencobanya jika anda lelah dari adegan atau barang di gili udara.","bar","1"
"air jernih yang indah dengan menarik bar pantai di belakang hotel ini. banyak aktivitas. tempat snorkeling yang bagus di sisi lain pulau yang dapat dicapai oleh kereta kuda. mencobanya jika anda lelah dari adegan atau barang di gili udara.","bar","1"
"air jernih yang indah dengan menarik bar pantai di belakang hotel ini. banyak aktivitas. tempat snorkeling yang bagus di sisi lain pulau yang dapat dicapai oleh kereta kuda. mencobanya jika anda lelah dari adegan atau barang di gili udara.","bar","1"
"air jernih yang indah dengan menarik bar pantai di belakang hotel ini. banyak aktivitas. tempat snorkeling yang bagus di sisi lain pulau yang dapat dicapai oleh kereta kuda. mencobanya jika anda lelah dari adegan atau barang di gili udara.","bar","1"
"air jernih yang indah dengan menarik bar pantai di belakang hotel ini. banyak aktivitas. tempat snorkeling yang bagus di sisi lain pulau yang dapat dicapai oleh kereta kuda. mencobanya jika anda lelah dari adegan atau barang di gili udara.","kereta kuda","0"
"air jernih yang indah dengan menarik bar pantai di belakang hotel ini. banyak aktivitas. tempat snorkeling yang bagus di sisi lain pulau yang dapat dicapai oleh kereta kuda. mencobanya jika anda lelah dari adegan atau barang di gili udara.","kereta kuda","0"
"air jernih yang indah dengan menarik bar pantai di belakang hotel ini. banyak aktivitas. tempat snorkeling yang bagus di sisi lain pulau yang dapat dicapai oleh kereta kuda. mencobanya jika anda lelah dari adegan atau barang di gili udara.","kereta kuda","0"
"air jernih yang indah dengan menarik bar pantai di belakang hotel ini. banyak aktivitas. tempat snorkeling yang bagus di sisi lain pulau yang dapat dicapai oleh kereta kuda. mencobanya jika anda lelah dari adegan atau barang di gili udara.","kereta kuda","0"
"air jernih yang indah, tenang dan tenang, liburan tropis kualir. warna-warna-warni karang dan kura-kura, ikan jutaan, snorkeling","Air","1"
"air jernih yang indah, tenang dan tenang, liburan tropis kualir. warna-warna-warni karang dan kura-kura, ikan jutaan, snorkeling","Air","1"
"air jernih yang indah, tenang dan tenang, liburan tropis kualir. warna-warna-warni karang dan kura-kura, ikan jutaan, snorkeling","karang","1"
"air jernih yang indah, tenang dan tenang, liburan tropis kualir. warna-warna-warni karang dan kura-kura, ikan jutaan, snorkeling","karang","1"
"air jernih yang indah, tenang dan tenang, liburan tropis kualir. warna-warna-warni karang dan kura-kura, ikan jutaan, snorkeling","kura-kura","1"
"air jernih yang indah, tenang dan tenang, liburan tropis kualir. warna-warna-warni karang dan kura-kura, ikan jutaan, snorkeling","kura-kura","1"
"air jernih yang indah, tenang dan tenang, liburan tropis kualir. warna-warna-warni karang dan kura-kura, ikan jutaan, snorkeling","ikan","1"
"air jernih yang indah, tenang dan tenang, liburan tropis kualir. warna-warna-warni karang dan kura-kura, ikan jutaan, snorkeling","ikan","1"
"air sangat jelas dengan pemandangan alam di pantai pasir putih. tapi menjengkelkan dengan penjual.","pemandangan alam","1"
"air sebening kristal, menyegarkan, dan tempat yang indah untuk berenang. pemandangan yang indah dan sangat santai. kami akan kembali!","Air","1"
"air sebening kristal, menyegarkan, dan tempat yang indah untuk berenang. pemandangan yang indah dan sangat santai. kami akan kembali!","tempat","1"
"air sebening kristal, menyegarkan, dan tempat yang indah untuk berenang. pemandangan yang indah dan sangat santai. kami akan kembali!","Pemandangan","1"
"air sejernih kristal","Air Sejernih Kristal","1"
"air terjun benang kelambu","Air Terjun","0"
"air terjun benang kelambu benar2 indah dan menakjubkan, indah dan menyegarkan,, anda dapat berenang disini dan airnya sangat menyegarkan,, akan datang kesini lagi.","air terjun","1"
"air terjun benang kelambu sangat luar biasa indah nya. air terjun yang jatuh seperti tirai tirai kelambu serta kolam renang alami yang ada dibawahnya menambah keindahan tiada tara yang dapat dilihat oleh mata pengunjungnya.    tips bagi yang ingin ke air terjun benang kelambu lebih baik kalian lewat arah air terjun snokel selain lebih cepat dan ramai disini kamu juga bisa mampir terlebih dahulu ke air terjun snokel. eits tapi jangan tergoda untuk mandi disana karena air terjun benang kelambu lebih indah dan eksotis. #latepost #thisnoon â€” di air terjun snokel","Air Terjun","1"
"air terjun di tengah alam nan asri","Air terjun","1"
"air terjun ini luar biasa dan bersih.  dapat sampai di sana dengan berjalan kaki atau sepeda motor dari tempat parkir.    mudah untuk mendapatkan makanan lokal  kami berada di sana bersama kelompok, anda akan menemukan monyet di sekitar.  rekomendasikan itu.  terima kasih","Air terjun ini luar biasa dan bersih","1"
"air terjun ini memang keren banget walaupun menempuh perjalanan yang sulit, tapi ada ojek juga kok ke tkp. jalannya naik turun dan serem juga naik ojek. dari pangkalan ojek, jalan kaki 2 km an lagi, tapi sampai di tkp...tajub deh","Air terjun ini memang keren banget","1"
"air terjun ini sangat lebar seperti kelambu , berjatuhan di selah pohon -pohon sangat bagus,airnya jernih dan dingin ,untuk mencapai kesana pakai ojek dan menuruni anak tangga.","air terjun","1"
"air terjun lombok luar biasa!","Air Terjun","1"
"air terjun luar biasa seperti tirai","Air terjun","1"
"air terjun megah","Air terjun megah","1"
"air terjun menarik dan dekat dari kota mataram","Air terjun","1"
"air terjun menawan","Air Terjun","1"
"air terjun mudah di akses","Air Terjun Mudah Di Akses","1"
"air terjun nan asri dan bersih membawa kesegaran yang luar biasa. serta pemandangan air yang menyerupai kelambu (tirai) menjadi sensasi yang luar biasa","pemandangan","1"
"air terjun sindanggila yang terletak di desa senaru lombok ini sangat cocok dijadikan tempat berlibur akhir pekan untuk keluarga.  di sini kita bisa dimanja oleh keindahan alam dengan hutan tropis dan kesejukan udaranya. mandi-manda serta pijitan gratis oleh air yang jatuh adalah hal yang wajib kita coba.","Air terjun","0"
"air terjun sindeng gile dan tiu kelep patut dikunjungi","Air Terjun Sindeng Gile dan Tiu Kelep patut dikunjungi","1"
"air terjun terbaik yang pernah saya lihat sepanjang hidup saya, ditambah dengan mendaki ke bibir kawah gunung rinjani. hanya petualangan terbaik sepanjang hidupku! terima kasih yayasan rinjani untuk mengurus kami selama pendakian!","air terjun","1"
"air terjun terbaik yang pernah saya lihat sepanjang hidup saya, ditambah dengan mendaki ke bibir kawah gunung rinjani. hanya petualangan terbaik sepanjang hidupku! terima kasih yayasan rinjani untuk mengurus kami selama pendakian!","air terjun","1"
"air terjun terbaik yang pernah saya lihat sepanjang hidup saya, ditambah dengan mendaki ke bibir kawah gunung rinjani. hanya petualangan terbaik sepanjang hidupku! terima kasih yayasan rinjani untuk mengurus kami selama pendakian!","air terjun","1"
"air terjun terbaik yang pernah saya lihat sepanjang hidup saya, ditambah dengan mendaki ke bibir kawah gunung rinjani. hanya petualangan terbaik sepanjang hidupku! terima kasih yayasan rinjani untuk mengurus kami selama pendakian!","mendaki","1"
"air terjun terbaik yang pernah saya lihat sepanjang hidup saya, ditambah dengan mendaki ke bibir kawah gunung rinjani. hanya petualangan terbaik sepanjang hidupku! terima kasih yayasan rinjani untuk mengurus kami selama pendakian!","mendaki","1"
"air terjun terbaik yang pernah saya lihat sepanjang hidup saya, ditambah dengan mendaki ke bibir kawah gunung rinjani. hanya petualangan terbaik sepanjang hidupku! terima kasih yayasan rinjani untuk mengurus kami selama pendakian!","mendaki","1"
"air terjun terbaik yang pernah saya lihat sepanjang hidup saya, ditambah dengan mendaki ke bibir kawah gunung rinjani. hanya petualangan terbaik sepanjang hidupku! terima kasih yayasan rinjani untuk mengurus kami selama pendakian!","Yayasan","1"
"air terjun terbaik yang pernah saya lihat sepanjang hidup saya, ditambah dengan mendaki ke bibir kawah gunung rinjani. hanya petualangan terbaik sepanjang hidupku! terima kasih yayasan rinjani untuk mengurus kami selama pendakian!","Yayasan","1"
"air terjun terbaik yang pernah saya lihat sepanjang hidup saya, ditambah dengan mendaki ke bibir kawah gunung rinjani. hanya petualangan terbaik sepanjang hidupku! terima kasih yayasan rinjani untuk mengurus kami selama pendakian!","Yayasan","1"
"air terjun yang bagus dan keren","Air Terjun","1"
"air terjun yang bagus tapi hancur oleh scammers","hancur oleh scammers","-1"
"air terjun yang bagus. tidak ada pemandu wisata yang diperlukan.","Tidak ada pemandu wisata yang diperlukan","-1"
"air terjun yang fantasti","Air Terjun yang fantasti","1"
"air terjun yang fantastis","Air terjun yang fantastis","1"
"air terjun yang indah di tempat yang terbaik.","Air terjun yang indah","1"
"air terjun yang indah dikelilingi oleh pohon","Air terjun yang indah","1"
"air terjun yang indah seperti jurassic park","Air terjun yang indah","1"
"air terjun yang indah! perjalanan yang tidak terlalu sulit.","Perjalanan yang tidak terlalu sulit","1"
"air terjun yang indah, agak ramai","Air terjun yang indah","1"
"air terjun yang indah, agak ramai","Air terjun yang indah","1"
"air terjun yang indah, agak ramai","agak ramai","0"
"air terjun yang indah, agak ramai","agak ramai","0"
"air terjun yang menakjubkan!","Air Terjun Yang Menakjubkan","1"
"air terjun yang menakjubkan! jangan lepaskan sandal jepit anda!","Air terjun yang menakjubkan","1"
"air terjun yang mengesankan, layak dikunjungi","Air terjun yang mengesankan","1"
"air terjun yang satu ini tak jauh dari kota mataram sekitar 40 menit perjalanan darat, tak sebesar air terjun sendang gile tapi cukup menarik untuk di kunjungi, bagi yang suka menjelajah hutan anda bisa menjelajah hutan selama kurang lebih 20 menit utuk menuju air terjun tersembunyi yaitu air terjun benang kelambu, benang kelambu di artikan air yang jatuh menyerupai kelambu yang putih bersih.","Air Terjun","1"
"air terjun yang sempurna.    kami mengunjungi semua 5. seperti berjalan di dalam hutan.    anda dapat berenang ke semua orang.  anda bahkan dapat melompat dari satu (9 - 10 meter)    butuh waktu 3 jam untuk mengunjungi 5 air terjun","Air terjun","1"
"air terjun yang sempurna.    kami mengunjungi semua 5. seperti berjalan di dalam hutan.    anda dapat berenang ke semua orang.  anda bahkan dapat melompat dari satu (9 - 10 meter)    butuh waktu 3 jam untuk mengunjungi 5 air terjun","Air terjun","1"
"air terjun yang sempurna.    kami mengunjungi semua 5. seperti berjalan di dalam hutan.    anda dapat berenang ke semua orang.  anda bahkan dapat melompat dari satu (9 - 10 meter)    butuh waktu 3 jam untuk mengunjungi 5 air terjun","waktu","0"
"air terjun yang sempurna.    kami mengunjungi semua 5. seperti berjalan di dalam hutan.    anda dapat berenang ke semua orang.  anda bahkan dapat melompat dari satu (9 - 10 meter)    butuh waktu 3 jam untuk mengunjungi 5 air terjun","waktu","0"
"air terjun yang spektakuler!","Air Terjun Yang Spektakuler","1"
"air terjun yang unik. dan pemandangan yang bagus.  pergi di sini selama akhir pekan (sabtu dan minggu). banyak orang yang datang ke sini adalah orang-orang lokal.","Air terjun","1"
"air terjun yang unik. dan pemandangan yang bagus.  pergi di sini selama akhir pekan (sabtu dan minggu). banyak orang yang datang ke sini adalah orang-orang lokal.","Air terjun","1"
