review	aspect	sentiment
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded .	atmosphere	1
They are often crowded on the weekends but they are efficient and accurate with their service .	service	1
They are often crowded on the weekends but they are efficient and accurate with their service .	crowded	0
All my co-workers were amazed at how small the dish was .	dish	0
The atmosphere is unheralded , the service impecible , and the food magnificant .	atmosphere	1
The atmosphere is unheralded , the service impecible , and the food magnificant .	service	1
The atmosphere is unheralded , the service impecible , and the food magnificant .	food	1
We ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .	grilled branzino	0
The wait staff is friendly , and the food has gotten better and better !	wait staff	1
The wait staff is friendly , and the food has gotten better and better !	food	1
It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .	vibe	1
It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .	French food	1
It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .	packed	0
Right off the L in Brooklyn this is a nice cozy place with good pizza .	pizza	1
Right off the L in Brooklyn this is a nice cozy place with good pizza .	place	1
Le Pere Pinard has a $ 15 pre-theater menu that is outstanding .	pre-theater menu	1
I also ordered for delivery and the restaurant forgot half the order .	delivery	0
I also ordered for delivery and the restaurant forgot half the order .	order	0
Our server checked on us maybe twice during the entire meal .	server	0
The strong scents coming from the left and right of me negatively affected my taste buds .	scents	0
We had the lobster sandwich and it was FANTASTIC .	lobster sandwich	1
Had we been stalling I could understand where they were coming from , but we had been there less than an hour and they had n't even brought us a check yet !	check	0
Though the Spider Roll may look like a challenge to eat , with soft shell crab hanging out of the roll , it is well worth the price you pay for them .	price	1
Though the Spider Roll may look like a challenge to eat , with soft shell crab hanging out of the roll , it is well worth the price you pay for them .	shell crab	1
Deep Fried Skewers are good and still rare to find in NYC .	Deep Fried Skewers	1
I have tried to make reservations , but both times , the hostess did n't have my name .	hostess	0
I also recommend the rice dishes or the different varieties of congee -LRB- rice porridge -RRB- .	rice dishes	1
I also recommend the rice dishes or the different varieties of congee (rice porridge) .	congee (rice porridge)	1
Their tuna tartar appetizer is to die for .	tuna tartar appetizer	1
An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion -LRB- and kitchen 's precise execution -RRB- is most evident in the fish dishes and soups .	chef	1
An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion -LRB- and kitchen 's precise execution -RRB- is most evident in the fish dishes and soups .	fish dishes	1
An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion -LRB- and kitchen 's precise execution -RRB- is most evident in the fish dishes and soups .	soups	1
An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion -LRB- and kitchen 's precise execution -RRB- is most evident in the fish dishes and soups .	kitchen	1
An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion -LRB- and kitchen 's precise execution -RRB- is most evident in the fish dishes and soups .	cuisine	1
If you love wine and cheese and delicious french fare , you 'll love Artisanal !	wine	1
If you love wine and cheese and delicious french fare , you 'll love Artisanal !	french fare	1
If you love wine and cheese and delicious french fare , you 'll love Artisanal !	cheese	1
I love Indian food and consider myself to be quite an expert on it .	Indian food	1
Overall A oh ya even though there is waiting it is deff worth it	waiting	0
The lava cake dessert was incredible and I recommend it .	lava cake dessert	1
From the terrible service , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .	service	0
From the terrible service , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .	food	0
From the terrible service , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .	managers	0
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you 'll likely have trouble finishing the amount of food you get for FOUR DOLLARS .	food	1
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you 'll likely have trouble finishing the amount of food you get for FOUR DOLLARS .	food	1
The last time I went we were seated at a table in a corridor next to the kitchen .	table	0
good selection of wines ranging from affordable to high end .	selection of wines	1
Nice restaurant overall , with classic upscale Italian decor .	Italian decor	1
Not impressed with the food .	food	0
The entire dining experience was wonderful !	dining experience	1
The wine selection -LRB- by the glass and bottle -RRB- is wonderful and I always recommend that friends make a reservation if they 're going to be in town .	wine selection	1
Service is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress .	Service	1
Service is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress .	maitre	1
Service is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress .	reservation	0
Order the panang duck , it 's fantastic .	panang duck	1
Food is usually very good , though ocasionally I wondered about freshmess of raw vegatables in side orders .	raw vegatables	0
Other than the crappy service from two individuals , it 's great .	service	0
They have authentic Indian at amazin prices .	Indian	1
They have authentic Indian at amazin prices .	prices	1
Ambiance - relaxed and stylish .	Ambiance	1
Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .	BBQ Salmon	1
Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .	Sea Bass	1
Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .	Crispy Duck	1
Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .	ingredients	1
Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .	ingredients	1
Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .	pizza	0
and yes Dal Bukhara is so dam good and so are all the kababs .	kababs	1
and yes Dal Bukhara is so dam good and so are all the kababs .	Dal Bukhara	1
I look forward to eating here again	eating	1
I 've been coming here as a child and always come back for the taste .	taste	1
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price .	meal	1
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price .	price	1
A glass of Leaping Lizard , a glass of prosecco , and the mussels had everything happy .	glass of prosecco	1
A glass of Leaping Lizard , a glass of prosecco , and the mussels had everything happy .	mussels	1
A glass of Leaping Lizard , a glass of prosecco , and the mussels had everything happy .	glass of Leaping Lizard	1
Food was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .	creme brulee	0
Food was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .	sugar	0
The food always tastes fresh and served promptly .	food	1
The food always tastes fresh and served promptly .	served	1
The pizza here is delicious .	pizza	1
Pizza and garlic knots are great as well , I order from them quite often and the delivery is always super quick !	Pizza	1
Pizza and garlic knots are great as well , I order from them quite often and the delivery is always super quick !	delivery	1
Pizza and garlic knots are great as well , I order from them quite often and the delivery is always super quick !	garlic knots	1
For great chinese food nearby , you have Wu Liang Ye and Grand Sichuan just a block away .	chinese food	1
This place is really trendi but they have forgotten about the most important part of a restaurant , the food .	food	0
Hats off to the chef .	chef	1
Service could be improved but overall this is a place that understands the importance of little things -LRB- the heavy , black , antique-seeming teapot , for one -RRB- in the restaurant experience .	Service	0
Service could be improved but overall this is a place that understands the importance of little things -LRB- the heavy , black , antique-seeming teapot , for one -RRB- in the restaurant experience .	teapot	1
The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .	pizza	1
The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .	fresh mozzarella	1
The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .	cheese	0
Its an excellent place to relax and the food is one of the best in the city of New York .	place	1
Its an excellent place to relax and the food is one of the best in the city of New York .	food	1
service is friendly , and never had a problem walking in and getting a table .	service	1
service is friendly , and never had a problem walking in and getting a table .	getting a table	1
The atmosphere was crowded but it was a great bistro-type vibe .	bistro-type vibe	1
First off , the waitress was completely unattentive the 2 times we saw her -LRB- odd in a restaurant with 6 tables -RRB- and got our order wrong .	waitress	0
The food was bland oily .	food	0
What is even better , is that the prices are very affordable as well , and the food is really good .	prices	1
What is even better , is that the prices are very affordable as well , and the food is really good .	food	1
The fish is fresh but the variety of fish is nothing out of ordinary .	fish	1
The fish is fresh but the variety of fish is nothing out of ordinary .	variety of fish	0
Our favorite meal is a pesto pizza , the house salad , and a good bottle of wine .	pesto pizza	1
Our favorite meal is a pesto pizza , the house salad , and a good bottle of wine .	house salad	1
Our favorite meal is a pesto pizza , the house salad , and a good bottle of wine .	bottle of wine	1
Our favorite meal is a pesto pizza , the house salad , and a good bottle of wine .	meal	1
And Kruno , the beverage manager is the best bartender I have yet to come across .	bartender	1
And Kruno , the beverage manager is the best bartender I have yet to come across .	beverage manager	1
Ambiance and music funky , which I enjoy .	Ambiance	1
Ambiance and music funky , which I enjoy .	music	1
The food , drinks and service are clearly among the best in the city .	food	1
The food , drinks and service are clearly among the best in the city .	drinks	1
The food , drinks and service are clearly among the best in the city .	service	1
I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .	ambiance	1
I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .	service	1
I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .	foods	1
I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .	tastes	1
I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .	sommlier	1
I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .	captain	1
I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .	back waiters	1
Last time I went here , the waitress did n't come back after taking our order .	waitress	0
Try the tandoori salmon !	tandoori salmon	1
Eating in , the atmosphere saves it , but at your desk , it 's a very disappointing experience .	atmosphere	1
Granted the space is smaller than most , it is the best service you will find in even the largest of restaurants .	space	0
Granted the space is smaller than most , it is the best service you will find in even the largest of restaurants .	service	1
I love the atmorphere @ peep !	atmorphere	1
The service was attentive and her suggestions of menu items was right on the mark .	service	1
The service was attentive and her suggestions of menu items was right on the mark .	menu items	1
The other night we had the $ 30 three course meal and everything was delicious - if I could of licked the plate clean I would of .	three course meal	1
Even after getting pushed out by the no-class Famous Ray 's , Sal has risen again to carry on his father 's uncle 's legacies with a smile , true love for his community , and let 's not forget the Outstanding Pizza !	Pizza	1
The environment is romantic , but the food is horrible , the service is pathetic , and gabriella lies about everything she could .	environment	1
The environment is romantic , but the food is horrible , the service is pathetic , and gabriella lies about everything she could .	food	0
The environment is romantic , but the food is horrible , the service is pathetic , and gabriella lies about everything she could .	service	0
We had crawfish boiled and despite making a mess , it was a ton of fun and quite tasty as well .	crawfish boiled	1
I had the Pad Thai and the noodles were sticky .	Pad Thai	0
I had the Pad Thai and the noodles were sticky .	noodles	0
Among all of the new 5th avenue restaurants , this offers by far one of the best values for your money .	values for your money	1
Frankly , when you compare what you can have here for lunch , versus McDs or so many other sandwich shops in the city , there is no comparison .	lunch	1
The hostess is rude to the point of being offensive .	hostess	0
If you 're craving for Haru 's great food , especially the House Roll , but ca n't stand the wait building outisde , head across the street to their Sake Bar !	food	1
If you 're craving for Haru 's great food , especially the House Roll , but ca n't stand the wait building outisde , head across the street to their Sake Bar !	wait building	0
A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess -LRB- stacks of bottles , cans -RRB- and a small counter holding 12-14 entrees .	corridor	0
A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess -LRB- stacks of bottles , cans -RRB- and a small counter holding 12-14 entrees .	space	0
A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess -LRB- stacks of bottles , cans -RRB- and a small counter holding 12-14 entrees .	counters	0
A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess -LRB- stacks of bottles , cans -RRB- and a small counter holding 12-14 entrees .	counter	0
The food is great .	food	1
Succulent steaks cooked precisely to your desired ` doneness ' accompanied by salads and sides that do n't look like leafy road kill .	steaks	1
Succulent steaks cooked precisely to your desired ` doneness ' accompanied by salads and sides that do n't look like leafy road kill .	salads	1
Succulent steaks cooked precisely to your desired ` doneness ' accompanied by salads and sides that do n't look like leafy road kill .	sides	1
Lunch came with pickels and slaw , no extra charge .	Lunch	1
Decent wine at reasonable prices .	wine	1
Decent wine at reasonable prices .	prices	1
All conveniently delivered right to the door .	delivered	1
even the wine by the glass was good .	wine by the glass	1
would have rather tried terrace in the sky or water club for that price	price	0
This dish is my favorite and I always get it when I go there and never get tired of it .	dish	1
I also ordered the Change Mojito , which was out of this world .	Change Mojito	1
The only thing more wonderful than the food -LRB- which is exceptional -RRB- is the service .	food	1
The only thing more wonderful than the food -LRB- which is exceptional -RRB- is the service .	service	1
The food was just awful , ATROCIOUS actually .	food	0
The soup for the udon was soy sauce and water .	soup for the udon	0
The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .	anti-pasta	1
The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .	calamari	1
The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .	filling pasta mains	1
The waitress suggested glasses of wine that went very well with the food .	waitress	1
The waitress suggested glasses of wine that went very well with the food .	glasses of wine	1
They might be all business at the counter when you give your order , but their food says I love you .	food	1
They might be all business at the counter when you give your order , but their food says I love you .	counter	0
We are very particular about sushi and were both please with every choice which included : ceviche mix -LRB- special -RRB- , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .	sushi	1
We are very particular about sushi and were both please with every choice which included : ceviche mix (special) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .	ceviche mix (special)	1
We are very particular about sushi and were both please with every choice which included : ceviche mix -LRB- special -RRB- , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .	crab dumplings	1
We are very particular about sushi and were both please with every choice which included : ceviche mix -LRB- special -RRB- , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .	assorted sashimi	1
We are very particular about sushi and were both please with every choice which included : ceviche mix -LRB- special -RRB- , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .	sushi	1
We are very particular about sushi and were both please with every choice which included : ceviche mix -LRB- special -RRB- , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .	rolls	1
We are very particular about sushi and were both please with every choice which included : ceviche mix -LRB- special -RRB- , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .	sake	1
We are very particular about sushi and were both please with every choice which included : ceviche mix -LRB- special -RRB- , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .	banana tempura	1
Try their plain pizza with fresh garlic or eggplant .	plain pizza	1
Try their plain pizza with fresh garlic or eggplant .	garlic	1
Try their plain pizza with fresh garlic or eggplant .	eggplant	1
Ok , so the servers wander around a little clueless , but there 's more than enough servers for the crowd they get -- it 's fine , you just have to make a small effort to get their attention .	servers	0
Good luck getting a table .	getting a table	0
The service is awful .	service	0
The takeout menu says to keep an eye out for an expanded menu offering more italian dishes , I ca n't wait !	takeout menu	1
The takeout menu says to keep an eye out for an expanded menu offering more italian dishes , I ca n't wait !	menu	1
The takeout menu says to keep an eye out for an expanded menu offering more italian dishes , I ca n't wait !	italian dishes	1
Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes .	hostess	1
The pizza is good though .	pizza	1
bottles of wine are cheap and good .	bottles of wine	1
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .	beers	1
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .	food	1
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .	pumkin tortelini	1
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .	dish	1
They did n't give us the dinner special until we asked for it .	dinner special	0
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .	crabmeat lasagna	1
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .	chocolate bread pudding	1
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .	dessert	1
word of advice , save room for pasta dishes and never leave until you 've had the tiramisu .	pasta dishes	1
word of advice , save room for pasta dishes and never leave until you 've had the tiramisu .	tiramisu	1
Very good service and very good prices .	service	1
Very good service and very good prices .	prices	1
The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .	service	1
The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .	staff	1
Ess-A-Bagel -LRB- either by Sty-town or midtown -RRB- is by far the best bagel in NY .	bagel	1
Our food was great too !	food	1
The most annoying thing , though , is the fact that the servers seem to be trained to drive revenue .	servers	0
Get your food to go , find a bench , and kick back with a plate of dumplings .	plate of dumplings	1
Please try the Filet Mignon , its just the most tender piece ever .	Filet Mignon	1
We were still sitting at the bar while we drank the sangria , but facing away from the bar when we turned back around , the $ 2 was gone the people next to us said the bartender took it .	bartender	0
The sake menu should not be overlooked !	sake menu	1
the drinks are amazing and half off till 8pm .	drinks	1
i 've been back to nha trang literally a hundred times for the beef cubes - they 're that good .	beef cubes	1
The service , wine selection , ambiance are all outstanding and deserve recognition .	service	1
The service , wine selection , ambiance are all outstanding and deserve recognition .	wine selection	1
The service , wine selection , ambiance are all outstanding and deserve recognition .	ambiance	1
We were seated promptly as we had reservations , however after that the service was slow .	reservations	1
We were seated promptly as we had reservations , however after that the service was slow .	service	0
It 's really also the service , is good and the waiters are friendly .	service	1
It 's really also the service , is good and the waiters are friendly .	waiters	1
The food was pretty good , but a little flavorless and the portions very small , including dessert .	dessert	0
The food was pretty good , but a little flavorless and the portions very small , including dessert .	portions	0
It is set far from the small street it 's on , and there is no traffic noise .	traffic noise	1
Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there .	food	1
I highly recommend Cafe St. Bart 's for their food , the ambience and wonderful service .	food	1
I highly recommend Cafe St. Bart 's for their food , the ambience and wonderful service .	ambience	1
I highly recommend Cafe St. Bart 's for their food , the ambience and wonderful service .	service	1
All the NYU students love this place so it makes for a fun young atmosphere .	atmosphere	1
The food here does a great service to the name -LRB- Cantonese that is ... -RRB- .	food	1
The food here does a great service to the name -LRB- Cantonese that is ... -RRB- .	Cantonese	1
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere .	food	1
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere .	atmosphere	1
The Prix Fixe menu is worth every penny and you get more than enough -LRB- both in quantity AND quality -RRB- .	Prix Fixe menu	1
The Prix Fixe menu is worth every penny and you get more than enough -LRB- both in quantity AND quality -RRB- .	quantity	1
The Prix Fixe menu is worth every penny and you get more than enough -LRB- both in quantity AND quality -RRB- .	quality	1
I had their eggs benedict for brunch , which were the worst in my entire life , I tried removing the hollondaise sauce completely that was how failed it was .	eggs benedict	0
I had their eggs benedict for brunch , which were the worst in my entire life , I tried removing the hollondaise sauce completely that was how failed it was .	hollondaise sauce	0
I work near-by , and they have the BEST oatmeal in the neighborhood - not a packaged or quick-cooked item .	oatmeal	1
Too bad the food was n't of the same heritage .	food	0
The menu looked good , except for offering the Chilean Sea Bass , but the server does not offer up the specials that were written on the board outside .	menu	1
The menu looked good , except for offering the Chilean Sea Bass , but the server does not offer up the specials that were written on the board outside .	Chilean Sea Bass	0
The menu looked good , except for offering the Chilean Sea Bass , but the server does not offer up the specials that were written on the board outside .	server	0
The food was really good , I had the onion soup and it was one of the best ever .	food	1
The food was really good , I had the onion soup and it was one of the best ever .	onion soup	1
Since it literally is a complete hole in the wall , it 's a bit intimidating at first , but you get over that very quickly as soon as the friendly staff welcomes you - do n't hesitate to ask for help with what to get .	staff	1
Based on the reviews for dinner , this is a place I would reconsider revisiting for that , but definitely not for Dim Sum again .	Dim Sum	0
Based on the reviews for dinner , this is a place I would reconsider revisiting for that , but definitely not for Dim Sum again .	dinner	1
It costs $ 2 extra to turn a regular roll into an inside-out roll , but the roll more than triples in size , and that 's not just from the rice .	roll	0
It costs $ 2 extra to turn a regular roll into an inside-out roll , but the roll more than triples in size , and that 's not just from the rice .	roll	0
It costs $ 2 extra to turn a regular roll into an inside-out roll , but the roll more than triples in size , and that 's not just from the rice .	roll	0
The dim sum is ok but does n't taste that fresh , and the little dishes do n't look steamy hot as they should -LRB- also note lack of Chinese here -RRB- .	dim sum	0
The dim sum is ok but does n't taste that fresh , and the little dishes do n't look steamy hot as they should -LRB- also note lack of Chinese here -RRB- .	little dishes	0
If you want good authentic Thai this place is not the place to go .	Thai	0
If you want some roast duck , pork or chicken on rice with ginger , try them out !	roast duck	1
If you want some roast duck , pork or chicken on rice with ginger , try them out !	pork	1
If you want some roast duck , pork or chicken on rice with ginger , try them out !	chicken on rice with ginger	1
You order from a menu , so you leave feeling like you missed the full experience .	menu	0
Staff is very accomodating .	Staff	1
Very popular style Izakaya -LRB- Sake and small portion of sake-friendly dishes -RRB- .	Sake	1
Very popular style Izakaya -LRB- Sake and small portion of sake-friendly dishes -RRB- .	dishes	1
The food was terrific and the service classy , attentive , without being overbearing .	food	1
The food was terrific and the service classy , attentive , without being overbearing .	service	1
This is an amazing place to try some roti rolls .	roti rolls	1
Fresh ingredients and everything is made to order .	ingredients	1
